"1001B" "1002A" "1003B" "1004B" "1005B" "1006A" "1007A" "1008B" "1009A" "1010B" "1011B" "1012A" "1013A" "1014B" "1015B" "1016A" "1017B" "1018A" "1019A" "1020B" "1021A" "1022B" "1023B" "1024B" "1025B" "1026B" "1027A" "1028B" "1029B" "1030A" "1031B" "1032B" "1033A" "1034A" "1035A" "1036A" "1037B" "1038B" "1039A" "1040A" "1041B" "1042A" "1043A" "1044A" "1045A" "1046B" "1047A" "1048B" "1049A" "1050B" "1051A" "1052B" "1053A" "1054A" "1055A" "1056B" "1057B" "1058A" "1059B" "1060B" "1061B" "1062B" "1063A" "1064B" "1065B" "1066B" "1067B" "1068A" "1069A" "1070B" "1071A" "1072A" "1073A" "1074A" "1075A" "1076B" "1077B" "1078A" "1079A" "1080B" "1081A" "1082A" "1083A" "1084A" "1085B" "1086B" "1087A" "1088A" "1089A" "1090B" "1091A" "1092A" "1093A" "1094B" "1095B" "1096A" "1097A" "1098A" "1099A" "1100B" "1101A" "1102B" "1103B" "1104A" "1105B" "1106A" "1107A" "1108B" "1109A" "1110A" "1111B" "1112A" "1113B" "1114B" "1115B" "1116A" "1117B" "1118B" "1119B" "1120B" "1121A" "1122A" "1123B" "1124A" "1125B" "1126A" "1127A" "1128A" "1129B" "1130B" "1131B" "1132B" "1133B" "1134A" "1135B" "1136A" "1137B" "1138A" "1139B" "1140A" "1141A" "1142A" "1143B" "1144A" "1145A" "1146A" "1147A" "1148A" "1149B" "1150B" "1151B" "1152A" "1153B" "1154B" "1155A" "1156B" "1157B" "1158B" "1159B" "1160B" "1161A" "1162B" "1163A" "1164A" "1165B" "1166B" "1167B" "1168A" "1169B" "1170A" "1171A" "1172B" "1173B" "1174B" "1175A" "1176A" "1177A" "1178A" "1179A" "1180A" "1181B" "1182B" "1183A" "1184A" "1185A" "1186A" "1187A" "1188A" "1189B" "1190B" "1191A" "1192B"
"X_5__NT" 7.06982273187608 8.62790631028773 7.97045538266171 9.00193754232216 8.90360744668623 7.87808633391434 8.24620725137415 7.64829431789954 8.47666241120695 8.41979511101109 7.8600075114663 8.11879666863749 7.43071791833541 8.30328472829922 8.14588047681081 7.44894531398858 8.40841657774052 7.48993339991959 8.29950154717359 8.74180035509471 8.53662075881676 8.62905141108821 8.43093810139548 8.555572901812 8.48609137412734 7.57094203407995 8.16474202638829 7.62418197382873 8.18844488821083 8.72616030745275 8.71346635775632 8.44095773339966 8.34603395027147 7.33442073899399 7.45086951818179 9.14076651943321 8.35959759677839 7.40237304978688 7.72109881214762 8.57214424978853 7.83913478801456 8.03122182355794 8.70874825255941 7.69099280755785 8.90910103153915 8.52188302161568 8.27162051692399 8.82151169151276 7.73285059029936 8.7191193870245 7.40373919852669 8.58605577501965 7.64186580897534 8.40944209522956 7.45442440389466 8.70252992036441 8.33070192024989 8.50339471691936 8.31929802082235 7.16851882491976 9.00602149359475 8.27177271386583 8.92249073868397 8.41414932921633 8.23488307415424 8.45437643043817 7.75753910850712 8.3022302209165 9.02592667934482 8.80902067107211 7.86158746067202 8.02689145818904 8.35878587975527 8.08121489521422 8.51461742951138 8.38840992736256 8.28950003385297 8.14667045141367 8.37353811190319 7.39685409877699 8.31975823538457 7.43260588516151 9.07192276940957 8.02337643357998 7.92110008866645 8.51777008044941 7.52119537651997 8.729497768963 7.57570000038067 8.54232452039888 8.26387296783722 8.35722767296981 8.91687032304619 8.33760151494644 8.2438481987757 8.12273204670495 8.24261250455747 7.95307231766206 8.98579017154075 9.01583457260644 8.2771104780402 8.49910783639099 8.38211549669664 8.70474039975774 8.17379049695409 7.43234497611837 8.96617126099079 8.72429408304691 8.54804640066456 8.43700061291193 8.29593579025059 9.60736248199737 8.94508473707314 8.59270895561989 8.59789814658914 8.18636848707579 8.286296650601 9.27480854034986 8.33033954657885 8.64633301145997 7.68906860336464 8.37845914635588 8.11856112575131 9.12459378249482 8.69164421528646 8.96829839443978 8.56107735787506 7.50667868725822 8.03053693731968 7.76931262907911 8.32244342428695 8.87771222415391 8.60124285557282 8.2670111238284 8.10381614107681 7.97759052024444 8.27188867344056 7.0117994596696 8.58173265712418 7.59772869584302 7.2871853309743 7.41788989038069 8.57574624407864 8.64876816252934 8.92160292318993 8.41365287728701 8.4022236117025 8.6940358815153 7.80905414958176 8.1410935206164 8.13484982226443 7.76752975061761 8.18375577290761 8.32978873859888 9.04532816569215 8.65723683522148 9.00120917124338 7.85358262627881 8.20005534063086 7.99102008849307 8.07426094446702 7.73012916402987 8.86428265590527 7.74657730495824 8.48088044073782 7.92433608554881 7.91360982488611 8.1776026679734 9.34980901904442 7.37483627452477 7.16247805582357 7.34736110278673 8.15256264730473 8.6079105311199 7.93378316715275 9.06345772045414 8.70167834223748 8.58871922150177 8.42211792624244 8.93909107655419 8.49330261018098 8.51009500609684 8.11383214934428 8.69025270038968 7.89295452563699 8.15497243221713 8.48165954413055 7.4349069579726 8.11958301950364 7.64696078279013 8.38142336298496 7.05041762179204
"GZMB" 2.73136227294117 4.4566459595112 3.61535887054899 6.76375647002135 5.33810104058341 2.77184607479821 3.66005346903306 2.74461124375694 2.96092588191132 3.66393341735368 4.08842683303664 3.06822600310372 2.89134246764962 5.20646853031052 3.31927971343112 2.5733521295118 5.11336480917497 1.19218075872658 2.85515969377591 5.98036783468083 6.13206178316965 3.4540552826149 3.50488561332693 4.85011482718856 5.35880913685278 4.27019790028998 5.04327008389427 3.11150697700586 4.63441676996885 5.74071335236519 4.19165150463645 4.47123336211199 3.93461244767492 3.55541517285131 3.55052764105208 5.35738047371146 4.33361550520495 2.6541242319539 4.85749875984525 4.74182216107693 2.41585329710143 3.75676644442035 4.39118311052023 2.93221727205059 5.24224526308091 3.53348895327198 4.16034122400259 4.95714425431208 4.29062026393108 5.03132946774475 4.10961616320624 3.35989886232259 0.289009997906383 3.22210054270297 3.68378431573826 4.29113157495008 3.82677093834475 3.06491752003963 4.22148800645085 2.51295727503266 5.19640773408379 3.74580333463068 4.72254272794888 3.07189541159299 3.40394680275322 4.83358745042746 4.16799585072816 3.24050773938686 6.39565765202185 3.26044886912773 3.35669564917417 3.73103546931731 3.04037459112778 3.49392250353726 4.09572053433703 3.8590286482197 4.07302734822921 2.68702859988228 1.46022804115592 3.16332985263711 4.85970942807444 3.4781320161859 6.47734710658627 2.95130120390668 3.06864708276643 3.80273932045191 3.54933959486088 4.05194328797529 3.0387504267145 4.31152386147242 3.91488185776539 5.06369244753537 4.34271383363122 3.25086930680123 3.08706931800969 3.99008969323606 2.87642421674242 3.83604972948361 6.39224389904208 7.14402148256109 3.81095037387462 4.54036561959222 3.6142460171547 3.42336158291572 2.33520150313438 3.46429654155422 4.89270402735911 4.37212925578291 5.51868406164555 3.66432441989762 3.73068958245152 8.52929838005767 4.33369069800186 3.23280799698314 4.93323294489429 3.80634857470365 3.56134036524792 5.2134313833045 4.55009556751254 3.25634334241637 3.63617223673403 3.54547468509964 3.54609126603431 5.65676811389343 3.82419934469039 5.51684935740091 4.6499666403701 3.06490248148025 3.63734524436585 3.43811440966971 3.64337570667813 5.72065191414926 3.32394166683962 2.93283385298527 3.63728509012832 2.75586008617487 2.59846652368017 2.52286768566556 4.05570292782085 2.62555096912761 3.88387234831918 2.78602743629568 2.67750919179331 4.38405483337304 4.79056213203482 4.71872293386578 4.02909971627364 4.04956719559289 3.30703832609396 3.8419899604396 2.95200801619764 2.35207476676127 2.55180187391703 3.76434587834901 5.82965139255185 4.5463960819045 4.24939957266432 3.15167496911586 5.14085529572573 4.85011482718856 4.02136989675116 3.14564450680358 3.91417504547443 2.43412514675087 3.93264239639584 3.59362815224163 3.25747123437004 3.95393699648112 6.72292678129852 1.53909024655647 2.8736420832567 3.36998973566809 3.05631546407298 3.69479254120607 3.78761052971336 5.44698021051095 4.2998389008324 4.07284688551662 6.68029246544982 4.85441585517189 4.28367244949648 3.56451350127758 3.85454715752378 3.58206350007667 2.45772064642163 4.99550761929622 3.18573730611668 3.05792458992688 3.43453523253673 2.98819079007135 2.99608603374704 3.31840747698695
"ADAM_8" 3.16625876735429 2.59881176319838 3.41187848821117 3.71142247449279 3.66796128959293 3.70403483918495 3.11140420711301 3.76549996494613 3.54294061089458 3.59327503279196 4.22681674750195 3.42891930032124 3.25608146805264 3.18695509086112 3.90697044492991 3.20928216645813 2.19027005835274 2.96113423262923 3.2662380985203 4.14317777117237 4.23996126602744 2.94809916055274 3.06592920755146 3.60105667531621 3.56620892595303 3.49297830692383 3.29529613073111 3.34318989681567 3.77363183610719 4.36235522994966 3.20077817737044 3.39171845230446 3.95020179228686 2.91941324626855 3.65298901536905 3.90817435586897 4.41146385161818 3.50578354145741 4.33407426752679 2.75527640669584 3.47104523854324 3.46904236852645 2.23505554528556 4.14195197094352 2.89766623685127 3.63869530912901 2.53463236550188 3.20322977782815 3.0004473971118 4.45236398961132 4.29026285399011 3.76863013338767 2.11882341644232 3.05960320279897 3.67541459277016 3.74367634301454 3.22340075837977 3.28272073374044 2.58892874885323 3.61519715652765 3.75308873762897 3.48464943215455 3.9842177486376 3.6829445084617 4.48694906749689 3.79197506096042 3.67312716198596 3.91163286365752 4.27264197570031 2.96895965373308 3.68551650001332 2.92653821009877 2.93628988870511 2.06254605236398 3.55969686223724 3.96445171994731 3.607459292583 2.60187626377052 0.506852336917976 3.2130471243039 2.8475507078519 3.92869556505739 2.75295614197694 3.25489944640339 3.79531317765507 3.30549653977837 3.92752448805304 3.65060308278074 3.83560041553379 2.79553081063986 4.02928779633783 4.12180287968171 4.16053597798455 3.29895164212787 4.07822130368794 3.88302356188763 3.65002301660102 4.32844872004793 5.61165361140634 3.24206137793511 3.85064930227197 3.51480192885541 2.82250936031957 3.22472506041272 2.99066288457076 3.59325314350216 3.48943224197607 2.18909898134839 3.14606589751288 3.93022781534346 3.47554348759734 6.47399312776115 1.73802638641944 3.4082120321695 3.79735982625147 3.74956456197101 3.58050263219308 3.34720658149415 3.90031610083041 2.68031653377236 3.48377386056251 2.90356540045263 3.44461392110855 3.29786812228273 3.10855859943888 3.64399251726085 3.3150512147765 3.70679288969988 3.94526575743674 2.84005362609507 3.22461561396372 4.36818872568163 3.51202198905069 4.28712174090367 3.1887390679799 3.60796274624842 4.76777771099866 3.16037054839782 3.1733071186702 2.64331268936379 3.30294643751655 2.47901168011757 3.63677999627142 3.29705821856009 2.94887623034068 3.39148861476155 3.69549801616257 3.42710248926776 3.80661899583728 3.88543138376574 3.49051576182122 3.59734644069494 3.44087085255258 3.35786666562723 3.35831539606815 3.79432815961403 3.53555297558675 3.90419050512519 3.40248798288655 3.59509184384544 4.33598958038437 3.88038590246661 4.26312013463688 3.78072396600272 2.95035375740224 4.0817564239908 3.20180697399109 3.41634390333057 3.24723819497304 2.19928844575075 3.6009472288672 4.06988148427376 3.38979219480197 3.42667564811664 3.45657641798479 3.48033724206376 3.46400783187222 3.88557366414945 3.5277056651931 3.98584850072777 3.37126291098544 3.8113361377894 3.31988874782252 3.20779369475166 2.17262729077315 4.23197167525008 3.37109874131193 4.03766044968671 3.57532581515515 3.07827476699922 2.65527518624003 3.12795251020256
"TNFSF13" 6.98319217396433 7.54156720774914 7.71704066042449 7.99737535710824 7.0208168984803 6.80755929449019 7.34964506839797 7.31830037343459 6.85342569134394 8.47331287271537 6.75060233772015 7.70984565967881 6.83480741388449 7.07123042489973 7.22609623093064 7.4907447169328 6.88574774189994 7.47602893024389 7.3129214518752 7.61504909879443 7.5154766655461 7.8491361606273 7.98604219119379 7.50965412159006 7.62755370510003 6.85117292136094 6.82739753354043 7.4935936045113 6.94166495867782 7.52952008704009 7.55854269602099 7.65008140492997 7.11523222136756 7.44429606568344 6.8957015194248 6.56961133148646 7.9897367339659 6.6490336036869 8.08268255766425 7.88025904439235 7.44564772767324 8.37502971705731 6.83205556870526 7.29377637281972 7.8351204655331 8.03940857919093 8.03310775483849 7.53964022296369 7.042845523114 8.0190920597443 8.1719199753906 8.36333610794559 5.78566817220447 7.9382072199549 7.52689994225987 7.73122964551738 7.20790771266795 6.89432213103521 8.25745591874488 6.73371002864768 7.15980240903109 6.88047279433976 7.79748187781724 7.12219847931497 7.49397484250842 6.71401735319634 6.78590497625365 7.57675894068348 7.851825621407 7.29733228359288 7.06450677295048 7.87935100479921 7.54793041650111 7.41236911632446 7.74704755659797 7.66955920078293 6.8874875734868 7.84325123227172 5.97641887116448 7.6982421613664 7.02886448601955 7.61813366077114 7.42775033660835 7.22948578330505 7.89089905031203 7.10455755744814 7.94936709587065 7.39177533287993 6.821360109986 7.70653235490382 7.50602889481742 7.20963368105492 8.02698022048475 8.0010629682804 6.9870114855355 7.49146560332736 8.03228982604467 6.97868663399834 8.5311848006785 7.5266434730618 7.03056272800673 7.81325819929814 7.74968849617803 7.73544405828556 6.9443960090572 7.74982712817698 7.48944850774259 7.61509068839411 7.55497985364789 7.11517676856797 7.81608629207679 9.94520346360404 5.92494480995306 7.30471443753715 7.96631485774271 7.46973503749141 7.82775910638867 7.57811753427322 7.6379303102217 7.72571902355898 6.86275562487351 8.10159889392145 7.51715411273344 8.01475287817705 7.25908371508162 7.46498689152725 6.61558863393938 7.13876500318991 7.16629038658212 7.95022661426416 7.94858382507657 7.32703418936866 6.95943758094365 7.54246138414239 8.01771960295466 7.58164571864659 7.16421783819776 7.27345985337309 7.90188563622909 6.59268662771226 7.26075423066901 6.9387536866998 7.90503258260533 7.48789582935431 7.00194215182279 7.48735516455839 7.6154372683915 7.77567506438186 7.23293772007899 7.09451366912396 7.82720457839286 7.14982090510644 7.32905128495343 7.48935839694327 7.46807838510391 8.14932989116113 8.15319772393193 7.24633650277785 7.37611684859813 7.33790986968656 7.37192323062979 7.41605672749662 7.21820113859024 7.66204534643965 6.89387850863856 8.01661054696303 7.75090845776882 7.30574031432941 8.38371501179175 6.43665631289014 7.63974638940799 7.01224250934503 7.28522971008424 7.80124573658882 7.37179153023078 6.66561399076173 7.60791648244827 7.47183531227555 8.16454475304627 7.16100850742199 7.57228805871723 7.63544186584048 7.46147950195373 8.01383097538401 6.80668591289678 7.55202699207018 7.2685314858103 8.21980346782912 7.54756304170388 7.25832817068732 7.350303570393 8.59324341501001
"FURIN" 5.08695309206234 4.82810932504117 3.9130039515772 5.69443140330621 5.32062479227639 4.21557957310771 4.84882590764455 4.81840374798588 3.24658270599467 4.83653785248391 4.76442711769597 4.22219185221262 4.57826166306831 5.62444908453916 4.82901744921008 4.73681446718489 5.09322482460391 2.61742293021794 4.77413269475125 5.77397740472714 5.74883371680029 4.93892885252912 5.02188031958349 4.86307210554441 5.01782213970365 4.34981167682552 4.59429573042572 5.38294481336821 5.10117091108192 5.26295890755026 5.132245784987 5.89101190699612 5.0307629091107 5.07835429133792 4.52323501420809 5.23676520105311 4.23516100049995 3.97146444495113 5.23741791529952 5.07738940940845 4.02816544774779 4.94772630541549 3.89262791553716 4.62505843664773 6.19543215574474 4.97462948391961 4.63961680223066 4.59486330803129 4.61529610183189 5.23069212067349 4.61904211402867 6.19304832980133 2.86312727567013 4.65218864619408 4.41267089664263 5.02281682263269 4.91148647529971 4.89684297307595 4.02444781443129 4.27299004791133 5.25711285821287 4.88884012883738 5.81189158877936 5.01106796619734 4.86684649662146 5.60600281235807 4.79814122746696 5.34366844306262 5.70884787448774 4.7968925567347 4.92471103350954 4.32095035558218 3.80669666605354 4.95893596312554 5.65657397701454 5.52708114630326 4.80824410884614 3.87435191663774 5.49541031591233 4.50334141913278 4.18019110940028 4.87652369479647 5.25467227450891 4.2082862008761 4.73587796413569 5.69360841577812 4.87521826630365 5.85741131274625 4.57599135264602 5.12313616441756 5.69247326056698 4.88086566347909 5.18440616693908 5.12273886009366 4.86514376380475 4.51736058599042 5.05150787059436 5.137949939923 5.95282110824292 5.68140549725832 4.29311067402886 6.01309784995468 5.83564471157255 4.5034549346539 3.32978958297154 4.35934698059913 5.32258293501562 4.49570750033784 4.59753092277748 5.28566201177315 4.63147206359069 11.1176638034283 2.99443635471924 5.18060339698174 5.32170318972698 4.97230241573677 5.27658077008399 5.90948655805749 5.41878733916009 5.56400206954573 4.56753444632299 4.99267845177681 4.57570756384323 5.51368631481176 4.594324109306 5.34837933718887 4.11236558553441 5.03135886559655 4.66632132857282 5.02789664220256 5.7380781211747 4.69677186711177 6.1121685210073 4.47090435897434 4.99665149501581 4.42742791438751 3.98153894745004 4.33295462194003 5.35053613209004 3.78427735063344 5.32493838207874 4.27599820922086 4.54747057796602 3.96615759433903 4.38290145123038 4.63621133659722 4.67316063871997 4.84133388325099 4.58064548901171 4.41888587142365 4.55300445962035 4.19001020197668 4.10632088403507 4.57658730913187 5.61545297949084 5.65316851138111 5.53096905290143 5.07741778828873 4.1452850866576 5.23537463591946 4.77225968865287 4.91457977325008 5.24766269108009 4.34620755903014 4.97301188774373 4.26450476270803 4.79553037048132 4.52885403250325 5.32337754366342 3.25685586065552 4.94088699526835 4.93183413245947 4.97088347172284 5.7144668927829 4.62809497683754 5.52387433283178 4.97207538469454 6.15195571115791 4.85611927987615 4.57042909211141 4.92845704570632 4.50237653720331 3.78376653078842 5.210372842394 2.20510617865006 5.43107539432073 4.70173817116053 4.87808453321179 4.96730773280773 5.22518661789944 4.62781118803475 5.99104745997821
"TFPI_2" 8.09784657388266 8.92839614494335 8.30303778170053 8.69926759878222 7.43099968700696 7.79676491613053 7.28999514527969 7.19932526811071 7.90707175384199 8.09254011625403 7.63238128767179 8.98865051121898 7.4542315425441 7.86885912428275 7.67882659484679 7.33357557879853 7.55225071016291 7.46581372983064 7.31590783548008 8.12166121956398 8.75653439873976 8.05879349958917 7.66894370092803 8.0296908001785 8.61374467878136 8.6785938852464 8.22326301291126 8.90342205360675 7.87607345280445 7.64815956399646 8.54199401008255 7.90486942056028 8.5883227592287 8.59105880558982 8.44891322210657 8.06252335651195 8.45323200380663 7.80415101437893 7.68604092336848 9.29497728026877 8.37519947081682 8.32157664291871 7.64755223531989 8.33047799554199 7.59245709547858 8.56321984059707 7.38018038643404 8.2353973171765 7.79389390784128 7.93996565650641 8.06075658218011 8.52317295574192 7.55071091725565 7.5874144270731 8.45812130638469 8.87002511102841 7.81677608929191 7.38291029816206 8.42098223761737 7.9224022019506 8.39692220661217 7.80977647292859 7.57182018974133 6.98346593333771 7.50701392570797 8.33891925068303 7.99715884086679 7.41974263527455 7.12299202848868 8.02336599345582 7.97251601971741 7.13582568092694 7.74506836302477 7.8426826448592 7.50765192755002 8.10323891637464 7.56212133481548 7.77355759912577 7.33579631597953 8.31696339883 7.8182606705013 7.96170679620106 8.67462477763284 7.9216721806121 8.76521490457157 8.38264691539619 8.07544902844667 7.91142734334064 8.21658853210206 8.40744310237299 7.89994944481674 8.50901422255478 8.2368634944866 7.42644165461613 7.33720728159177 8.53340552374719 8.29589706877599 7.55129370739983 8.9442050944335 8.10733071665013 7.38994058769086 7.83372608053804 7.69894819140391 7.64188383433856 7.71251186518067 8.03626712685815 8.24927999187429 7.11342200085785 8.03346359953296 8.47602830039391 7.56624380825645 10.9269798576126 6.92027307780877 7.76385260956682 8.29047405311852 8.50722290969054 7.85173736330991 8.48945701224255 8.2857013085693 7.9440451875157 8.71397844894807 7.9107525337 9.10206147327737 7.56364272382346 8.10233099067633 8.75052859293811 7.91640866541514 8.2168952637569 8.55453933476526 7.94137662211865 7.67331769432596 8.34615198310402 7.39697087721966 7.71559758562831 9.06949884080017 8.17689745596652 8.13330475318149 7.18692717462231 7.75997552144972 7.62832016056179 8.33832419127265 7.54831227571484 7.21369257882314 8.28730244780754 8.08850966230951 8.47162363383049 8.19519093186083 7.84514876736407 8.14083194799112 7.87718995602805 8.99947813863462 7.43585831641954 7.5561584714455 8.14043319683983 8.61443175768818 8.01810247825887 8.22002392663621 8.28024761974635 8.03611376103073 8.22390714938641 8.00800487218173 7.68920025941328 7.93159801696253 7.97308040596231 8.77804855700983 7.78088235104321 8.06732677422666 8.14093623675376 8.57157521087475 7.78539130636927 8.31219678891388 8.64614167616494 8.57250767510545 7.87592008697703 7.71835203588872 8.58773383445142 8.38103350689176 7.2790693637345 9.68344678648316 7.75590825970661 7.7352161422715 7.58431643735928 8.17077509213603 7.48532799771119 7.51422825422967 7.93127901604151 7.54485847728141 8.2427956846911 8.24783221846347 8.05388579311182 7.08047288649556 8.29086666963671
"TCL1A" 5.77246711216551 6.27151571047184 6.44175986917836 6.321887925415 6.55199067932894 6.02816606992461 5.1411508268794 5.99580714474914 4.3308158680257 5.98916822609765 6.00623752043937 6.59638941501925 5.20729240803672 6.54505772931526 5.8109078439378 5.46456984995072 5.68035791912659 3.77924398323178 5.35144515218282 5.63900782440212 6.83272872887853 6.12251918651707 5.68812653722227 6.26020324069505 6.83693801995826 6.11328041161045 6.30905887282272 5.69883546893984 6.39233164966117 5.82633675278522 5.8084627410312 6.57357877144744 6.29431087870879 6.87612156780345 6.22507423058108 6.75575441332483 6.98612024793126 5.38841572714417 6.10924134921408 6.33264328313712 5.25319225120766 5.80428440062116 5.63148681166406 5.17892611925306 5.35588657328533 5.24413918031926 5.31931835703013 5.64569316905817 6.12290606988837 5.50672466208748 6.36257258074083 5.99291325713182 2.91418824034151 4.39349097417617 6.27105145042628 6.35198745170208 6.03636799739615 5.39858302214192 6.91764189121129 5.10476831464242 6.64417724904213 6.62571517456373 5.75541329315864 5.6934345770765 6.57924274400326 6.77446409316086 5.36574436158604 5.55466724945889 6.21212137530998 5.00860458387227 5.89250928461224 5.4114120747342 5.49487055559088 5.74013913765975 5.76926371785115 5.81774794194238 5.73849875216544 4.95018519480609 3.23850483283425 5.16988852369951 6.49439148300991 5.92463607976493 5.97132516501333 5.54159059150897 5.7578738714001 5.91720791903599 5.91742457372391 5.13429525353997 5.86162051624771 6.2908289283671 5.60415737031549 6.99559115286066 6.08595097026187 5.75880239149122 5.1706003891027 5.97804146033908 5.50932451834261 6.51763543595757 7.1479148738086 6.6502126296344 5.26227627276577 5.66259223471653 5.58984268557741 6.0779502221434 4.85247393055075 6.45906129354286 5.3469727804106 5.15035865111632 6.20901083300473 6.22061733414371 5.98551604707258 6.23087748115057 4.65290401229975 5.46249615508055 7.25375068886122 5.81861456069409 5.30656668111211 7.21080663464701 6.19009997381562 5.86719163679442 5.64939177408779 6.07027445605682 5.43754991529918 6.32348188490475 5.79665506053914 5.33737807280238 6.56223535100095 6.19104396924159 6.08092148643498 5.93012982363738 5.88302290434799 6.4106234954562 6.12084785035306 5.0740033489567 6.24556357392508 5.89698165638446 5.24782231001403 4.92310335881514 5.40861103912599 4.59519648863675 5.63130110764584 5.10286484845562 5.72079496909478 6.35339570717361 5.68032696845688 5.03283895825046 5.32532278695269 6.20851562228947 6.08376894804774 6.4126507643218 5.85306265607457 5.01448521111602 4.89832734771714 5.65517954932243 5.62203138206951 6.1191919895239 5.32328004275223 6.19348907214821 7.68942779094873 6.66520822910595 6.19180226064934 6.06595683763312 6.43849457352459 5.62559070908546 5.49397298616946 6.3258186604674 5.78439859533638 6.32249146347423 7.3069548900823 3.99071443398395 5.37704135602797 6.34564256441278 4.91915714842789 5.19361221202757 5.52365467841554 6.39983718706437 5.74089742906749 5.89890059790611 7.95410244292198 6.77816269819048 5.65839841897164 5.90526096053027 6.40895215929218 5.42284834718981 3.7215983609082 5.84585115003355 5.44316746185044 5.77070292399239 5.97050497226617 5.86417394649829 5.41507972909412 5.92149458678998
"ABL1" 7.25864586781577 9.37952476942436 8.48838147723328 10.1382456291231 11.1038674017388 9.13445089393398 9.10752247395711 8.44575588845449 8.86543252259547 9.2689069139172 8.72360640938561 8.31097422864431 7.73858580707774 10.5948192493725 9.71627622477181 7.18867317928259 9.47379417647566 7.59840118442422 8.49359171446473 9.91650484409142 9.20490871935224 9.8321508374857 8.98223088910422 8.83926835935536 10.5765368990871 8.60856915622678 10.016449688127 7.24249679068255 10.0026997125761 10.1849383928835 9.67112526590635 9.51460548621849 10.4503149147286 8.11184879730992 7.8871905452571 11.6255955702245 8.99682486992091 7.99721693250711 8.56128492420915 9.31218378234992 7.71345172900456 8.31113372570241 9.56094602730899 8.56202259810289 10.1496762516206 9.09775327914813 9.25004638679619 9.81739735961091 7.47619320936137 9.46540064379284 6.55434673348492 9.05165198364479 7.68695528022673 9.19454141057536 8.04419546183003 10.3008329427297 8.99515679652155 9.1868523232325 7.8619567815226 7.81713146248411 11.2927983127759 9.4495904979081 9.89397588463398 10.1748834325121 10.3916465801887 10.4737277537164 9.08084659098891 9.3433521657881 9.48965084233568 9.64001669386496 8.97331899098256 8.70788930345143 8.82481393846452 8.38098014573126 9.42090761029207 9.21211931552077 9.03134269157931 8.58352147239341 9.28055684486968 7.25166122581288 8.31054225744527 7.60248165082742 10.2234369952838 8.17135449140491 8.14418018013013 9.88057148604233 7.95873826723907 9.58072366251411 8.21863207771178 9.79533359990627 9.26246057448543 10.2537547277455 10.1338727514467 8.92943071716044 9.09779979912341 10.1706634061831 8.41020798162915 8.90298743406864 9.09777986199115 10.3383479799383 9.58195976471443 9.73884505849379 8.98637116690422 9.2224799785869 8.59564324880945 8.14318996922772 9.68916837060457 9.67016163784696 9.2887908804944 10.3353108901236 8.76613231250308 9.02094215424866 10.4025322544044 9.94046927707183 10.4388377722558 9.45755870510264 8.93385676052288 11.2546519330456 10.2213103678424 9.50542775966665 8.23317953855318 8.98847121150262 9.14008645665372 10.1975984718707 9.93164377318997 9.74220114242476 8.57613808774526 8.10798763936161 9.8469907096003 7.62941671651505 8.82579750365617 9.81899233019197 9.42838403489078 9.23614355989796 8.11775683417059 9.09482252070544 9.04602971234656 6.43135456455306 9.81736413105714 8.76941529361576 7.34292012589244 6.80948221505747 8.91515573045997 9.31866999604622 9.49999156826954 9.59928513265118 9.35761386106707 10.0223045593016 7.98124728956426 9.14059817638181 8.29856668666582 8.7466404428604 9.36742293014057 8.65899680943124 10.1680051218813 9.7898774713769 10.0245773923796 8.55089103258925 8.86735977871425 9.39183262574152 9.44194793054053 8.79506773712778 11.0802086714531 9.11507200137412 9.70614151587134 8.52788358195749 8.00628832768688 9.95049765460023 10.4666700088952 7.99155478694435 7.30387657521028 8.66120983111246 8.70412118545368 9.52511235492121 9.19290656572977 11.086136645446 9.56739901245152 9.80237140759519 9.71944622880166 10.6959669670546 9.3458310158995 9.04666770057898 8.97202972309621 9.55978302792697 8.50601254786472 10.3771456393226 9.05890909978861 8.25944338745461 9.65946204353236 7.34030836156596 8.61554715251891 5.49593090160535
